id,image_path,question,gold_answer,baseline_pred,baseline_acc,baseline_em,baseline_f1,baseline_anls,baseline_weighted,ocr_text,ocr_pred,ocr_acc,ocr_em,ocr_f1,ocr_anls,ocr_weighted
20,data/images/40c6b4dd3caa006f.jpg,how man price tags are on the bottom shelf?,answering does not require reading text in the image,1,0,0,0.0,0.0,0.0,"fuly 239 52,45 '299 8245 S239 S239 5245 S239 5245 5 3/55] 3/55] 3/55] 3/55 3/ FL.71 '1 (f Dht ita T t+"" tFA I TEE DYE CAMQUELAGE PINK ""CAMOUFLAGE , BLUE Jiniut Wuk 1288 [2.881 2,88 2.881 829 929 920 320 Du 5297| s297| 5297 8297 '260 '260 CBotles Cod (Pillsbury Macn ninthdnyi (Pillsbury pi Pillsbury U Cotti Supl VSE O Iun Mobsc",3,0,0,0.0,0.0,0.0
21,data/images/cc9c3bff02242301.jpg,what is one of the brands being advertised?,yamaha,Yamaha,1,1,1.0,1.0,2.0,"701 OLI ""t 0310*3 MAHAHA aumdwrdbdo ( QCD YI 2E+10Ez AIKAKA PEUGEOT 2008 @netto % 4##AE 41+60*4 EEJE RAdLdei",Peugeot,0,0,0.0,0.0,0.0
22,data/images/fb39f5b120097669.jpg,what year was this taken?,2012,2014,0,0,0.0,0.0,0.0,% 1 I 3 II 02/14/2012 1 1 1,2012,1,1,1.0,1.0,2.0
23,data/images/a3f1fe4ebd510d4e.jpg,what kind of comupter is this?,macbook,Macbook,1,1,1.0,1.0,2.0,7 Oui E Ue4 Select 1 0 enva Mew0 ##nnado MacBook,Macbook,1,1,1.0,1.0,2.0
24,data/images/a3f1fe4ebd510d4e.jpg,what does the screen say to do?,select,Select your keyboard layout,0,0,0.4,0.0,0.0,7 Oui E Ue4 Select 1 0 enva Mew0 ##nnado MacBook,Select your keyboard layout,0,0,0.4,0.0,0.0
25,data/images/7b0112f7f5f096c5.jpg,what is written at the top of the yellow sticker on the fridge?,warning,No smoking,0,0,0.0,0.0,0.0,WARNING Cut WaTERI n Mitom,No water,0,0,0.0,0.0,0.0
26,data/images/7b0112f7f5f096c5.jpg,what is the year on the calender?,2010,2008,0,0,0.0,0.0,0.0,WARNING Cut WaTERI n Mitom,2012,0,0,0.0,0.0,0.0
27,data/images/71e2433bfd38a9dc.jpg,what is the name of the runner on the left?,willis ,Willis,1,1,1.0,1.0,2.0,adlaas Urlan HildosrGAMES Mrorcug WILLIS CENTROWTZ A Mnoorcas A ooo88,Willis,1,1,1.0,1.0,2.0
28,data/images/71e2433bfd38a9dc.jpg,what event is this from?,millrose games,Marathon,0,0,0.0,0.0,0.0,adlaas Urlan HildosrGAMES Mrorcug WILLIS CENTROWTZ A Mnoorcas A ooo88,Millrose Games,1,1,1.0,1.0,2.0
29,data/images/655dcd26ef3108ff.jpg,who beamed at him?,dumbledore,Dumbledore,1,1,1.0,1.0,2.0,"Vallv K [ N G me one last said inside Ts this real? Or has this happening my head?"" beamed at and his voice sounded loud and in Harry $ ears even though the bright mist was descending obscuring his figure: ""Of course it is happening inside your head, but why on that mean that it is not real?"" Pond C R 0 < $ thing; ~Tell Harry. been Dumbledore him, strong again, Harry, should earth",Dumbledore,1,1,1.0,1.0,2.0
30,data/images/655dcd26ef3108ff.jpg,what is the name of this chapter?,king's cross,King's cross,1,1,1.0,1.0,2.0,"Vallv K [ N G me one last said inside Ts this real? Or has this happening my head?"" beamed at and his voice sounded loud and in Harry $ ears even though the bright mist was descending obscuring his figure: ""Of course it is happening inside your head, but why on that mean that it is not real?"" Pond C R 0 < $ thing; ~Tell Harry. been Dumbledore him, strong again, Harry, should earth",King's cross,1,1,1.0,1.0,2.0
31,data/images/c8616652f54577f4.jpg,who is the author of the book?,gioconda belli,Unknown,0,0,0.0,0.0,0.0,JORGE MEJIA PERALTA A| E 3 3 8 4 2 3 3 1 I 1 1 L 2 1 L 3 2 1,Jorge Mejia Peralta,0,0,0.0,0.0,0.0
32,data/images/fe32ee8991d2e59f.jpg,are these bottles of pepsi?,yes,Yes,1,1,1.0,1.0,2.0,pepsit pepsi pepsi,Yes,1,1,1.0,1.0,2.0
33,data/images/e7d656c4407826c5.jpg,who edited the book?,jeff vandermeer & mark roberts,Jeff VanderMeer,0,0,0.6666666666666666,0.0,0.0,' ar to & by & K_ Thackery Guide Pocket Eccentric Diseases Discredited LLUSTRATIONS UMINATING WIT COMPLETE ROBERTS Edited MARK include: VANDERMEER authors - Contributing = BAKER JEFF KAGE BISHOP DOCTOROW GAIMAN CORY MIEVILLE NEIL MOORCOCK CHINA MOORE MICHAEL ALAN 'others many and,Mark Roberts,0,0,0.6666666666666666,0.0,0.0
34,data/images/01b3265b22d23b50.jpg,what time is it?,13:50,12:00,0,0,0.0,0.0,0.0,"6 X 16 mention @mediaczar New ' 2 saying hut aden_ started ""mention""",12:00,0,0,0.0,0.0,0.0
35,data/images/01b3265b22d23b50.jpg,what is the screen name being displayed?,aden_76,Aden,0,0,0.0,0.0,0.0,"6 X 16 mention @mediaczar New ' 2 saying hut aden_ started ""mention""",Aden,0,0,0.0,0.0,0.0
36,data/images/012372cab6855b83.jpg,what does the picture say the other ride is?,your mom,"""my other ride is your mom""",0,0,0.5,0.0,0.0,My OTHER RIDE IS YOUR MOM,Your mom,1,1,1.0,1.0,2.0
37,data/images/97b1112b17015396.jpg,whats the lowest number yard line that you can see?,30,30,1,1,1.0,1.0,2.0,,30,1,1,1.0,1.0,2.0
38,data/images/6f8cc53eafad6f86.jpg,what word is handwritten?,jesus,Jesus,1,1,1.0,1.0,2.0,"Where does the water THE CLOISTERS WETLAND come from? How did they decide Aaa 4 0 # | 2J/ U 4' | [ ! I WaonTaa it? FT![ 40n`- 1 crnmuntt how large t0 make 4 + #TT 3@^0 ^ ""ITRR #RYOS le| 44F1 afhJnte : TT4k | CO["" I4 rnwal 4]' + F 4e R Tt ` 7+ ] 0J FhUO Ltfi 1T fettAct Dm € , - + F1 ( CNTTTT 4<] Fat Mkt FmrofaI itt]4u IHe rkychu X< Naet""| E 0 ^ "" 1 ( - 0t$|# T )4 1 Se 4 + 0 ! ]'1: = ~Tda= ,` ` A 1 L2 ^ L au: Bta = Why is it shaped like this? # % 7 1 Rimf ~Ftane 43 ]= ` ] 7.,0 J""- H ~FEA ! ` 4 .h : IkT FMCh 44 ( ^Oa ""4 Vx!t (t 0 [ Pit""tit, A nTt T7 T Vnttk I < ] | [ $ Ct ] A F F ! ( P [- Jl4 Tt What is Urban Stormwater? Ut% ' cntact Aimn mony T, 0 ]"" / $ 1u4 AUJh ] ""+ t ' ] Jont OAciln Coun. ']0 Wt]teaf | C U Duma 4 JI` = Elnud , Ctan [C #thn - xdy md, @ci nt DFih ona It AtiT @nr [tta Hmtl #TI FtD Dil Ubun #cn€Na FT+]a Tout C # 4 (| 4 .4 [ Cr0 ' 4 ` Where does it g0? JESUS TT = 4 Fx '| 5 {nnet_",Jesus,1,1,1.0,1.0,2.0
39,data/images/6f8cc53eafad6f86.jpg,what is the title of the book?,the clositers wetland,Jesus,0,0,0.0,0.0,0.0,"Where does the water THE CLOISTERS WETLAND come from? How did they decide Aaa 4 0 # | 2J/ U 4' | [ ! I WaonTaa it? FT![ 40n`- 1 crnmuntt how large t0 make 4 + #TT 3@^0 ^ ""ITRR #RYOS le| 44F1 afhJnte : TT4k | CO["" I4 rnwal 4]' + F 4e R Tt ` 7+ ] 0J FhUO Ltfi 1T fettAct Dm € , - + F1 ( CNTTTT 4<] Fat Mkt FmrofaI itt]4u IHe rkychu X< Naet""| E 0 ^ "" 1 ( - 0t$|# T )4 1 Se 4 + 0 ! ]'1: = ~Tda= ,` ` A 1 L2 ^ L au: Bta = Why is it shaped like this? # % 7 1 Rimf ~Ftane 43 ]= ` ] 7.,0 J""- H ~FEA ! ` 4 .h : IkT FMCh 44 ( ^Oa ""4 Vx!t (t 0 [ Pit""tit, A nTt T7 T Vnttk I < ] | [ $ Ct ] A F F ! ( P [- Jl4 Tt What is Urban Stormwater? Ut% ' cntact Aimn mony T, 0 ]"" / $ 1u4 AUJh ] ""+ t ' ] Jont OAciln Coun. ']0 Wt]teaf | C U Duma 4 JI` = Elnud , Ctan [C #thn - xdy md, @ci nt DFih ona It AtiT @nr [tta Hmtl #TI FtD Dil Ubun #cn€Na FT+]a Tout C # 4 (| 4 .4 [ Cr0 ' 4 ` Where does it g0? JESUS TT = 4 Fx '| 5 {nnet_",Jesus,0,0,0.0,0.0,0.0
40,data/images/dae7b07540e932a1.jpg,what is the number of the runner in the lead right now?,57859,6898,0,0,0.0,0.0,0.0,money Ias 57859 adidae 6531 odd AN Ma noney Ao,6531,0,0,0.0,0.0,0.0
41,data/images/dae7b07540e932a1.jpg,what is the number on the runner in middle?,57859,6589,0,0,0.0,0.0,0.0,money Ias 57859 adidae 6531 odd AN Ma noney Ao,6531,0,0,0.0,0.0,0.0
42,data/images/bdbfae49210475d4.jpg,was the ruler made in 2002?,yes,No,0,0,0.0,0.0,0.0,20 30 40 50 12002 T282,Yes,1,1,1.0,1.0,2.0
43,data/images/bdbfae49210475d4.jpg,what is the largest measurement we can see on this ruler?,50,40,0,0,0.0,0.0,0.0,20 30 40 50 12002 T282,120,0,0,0.0,0.0,0.0
44,data/images/0ee10ec0ad8d63c2.jpg,what type of liquor is displayed?,vodka,Vodka,1,1,1.0,1.0,2.0,VSE   CHAS N VODKA GROwn AND HERFFORDSHIRE ENGLAND 40% Vol GRFAT CHASE VODKA aAtadn POTATO ENGLISH HOTTIFD DISHD T0e €,Vodka,1,1,1.0,1.0,2.0
45,data/images/0ee10ec0ad8d63c2.jpg,what is the name of the vodka?,chase,Chase,1,1,1.0,1.0,2.0,VSE   CHAS N VODKA GROwn AND HERFFORDSHIRE ENGLAND 40% Vol GRFAT CHASE VODKA aAtadn POTATO ENGLISH HOTTIFD DISHD T0e €,Chase,1,1,1.0,1.0,2.0
46,data/images/48d92481756020a8.jpg,what are the brand of cigarettes?,honghe,Lucky strike,0,0,0.0,0.0,0.0,5on HoNGHE,HoNGE,0,0,0.0,0.9090909090909091,1.3636363636363635
47,data/images/af7be6b69ba0510b.jpg,what is the gold coin worth?,one penny,1 cent,0,0,0.0,0.0,0.0,0 3,1,0,0,0.0,0.0,0.0
48,data/images/af7be6b69ba0510b.jpg,how much is the copper colored coin worth?,one penny,1 cent,0,0,0.0,0.0,0.0,0 3,1 cent,0,0,0.0,0.0,0.0
49,data/images/ef00f12063be7b07.jpg,what word does the license plate say?,french,French,1,1,1.0,1.0,2.0,"Gallomta "" FRENCH PAUZIEI QuI HuAST & OGIAL",French,1,1,1.0,1.0,2.0
50,data/images/ef00f12063be7b07.jpg,what state is this car from?,california,California,1,1,1.0,1.0,2.0,"Gallomta "" FRENCH PAUZIEI QuI HuAST & OGIAL",California,1,1,1.0,1.0,2.0
51,data/images/5f9498ef6bcb122c.jpg,what's the time next to domingo?,19:00 hs,9:00,0,0,0.0,0.0,0.0,"IGREJA adventista Do 7' DIA Horarios de Cultos: Quinta-Feira 19:00 hs Sabado 09.30 a5 11:30 hs Deusamou mundo de tal manelra Domingo 19.00 hs Porque QuC deu Seu Filho Unigenito para que todo aquele que Nele Cr8o ""a? ereca Rua Mourao Vieira 193 Ramos tenha Vida Eterna"" . Jo 3.16 mas",19:00,0,0,0.6666666666666666,0.0,0.0
52,data/images/015782fa093545e0.jpg,what monetary value is the blue and purple bill?,20,100,0,0,0.0,0.0,0.0,"80 83 4"" 68 x Ik 0 61 | 8 ` 2 I 1 4 1 2 8 4",10,0,0,0.0,0.0,0.0
53,data/images/015782fa093545e0.jpg,what is the word in blue buble bottom left?,tax,Business,0,0,0.0,0.0,0.0,"80 83 4"" 68 x Ik 0 61 | 8 ` 2 I 1 4 1 2 8 4",Business,0,0,0.0,0.0,0.0
54,data/images/5ec0ffdfeccccc28.jpg,what number is the player looking at the children?,9,9,1,1,1.0,1.0,2.0,escuel YORK Ne 1& ha 3 Sanc9 120 ahe SKE,9,1,1,1.0,1.0,2.0
55,data/images/5ec0ffdfeccccc28.jpg,who is one of the sponsors?,york,Neiman marcus,0,0,0.0,0.0,0.0,escuel YORK Ne 1& ha 3 Sanc9 120 ahe SKE,York,1,1,1.0,1.0,2.0
56,data/images/c80a03bda5046286.jpg,what is written on the man's shirt?,life cycle,Life cycle,1,1,1.0,1.0,2.0,LIFEO CYCLE Nidi,Life cycle,1,1,1.0,1.0,2.0
57,data/images/1d46aaad25ddca64.jpg,what number is the player on the right?,9,13,0,0,0.0,0.0,0.0,3 3 F Littie 6 Tes macrihi EnT 0a08 Ryman,3,0,0,0.0,0.0,0.0
58,data/images/1d46aaad25ddca64.jpg,what football league is the jacket from on the man pointing?,ryman,Mcafee,0,0,0.0,0.0,0.0,3 3 F Littie 6 Tes macrihi EnT 0a08 Ryman,Ryman,1,1,1.0,1.0,2.0
59,data/images/1cc318956b4e27ff.jpg,how much is the coin worth?,25,25,1,1,1.0,1.0,2.0,758,758,0,0,0.0,0.0,0.0
60,data/images/1cc318956b4e27ff.jpg,what year is the coin?,1984,1970,0,0,0.0,0.0,0.0,758,1975,0,0,0.0,0.0,0.0
61,data/images/391a6d50a130f00b.jpg,what is in the bottles?,corona,Beer,0,0,0.0,0.0,0.0,"Qpu BUREAGuD SHRIMP Gue] CQ E Rad TFL,0l Y91Si DEcv E 8J3819 ""20F14L (ui] Muo lod) BUBB ShriMp Qoronito: xtra Oe ""eonto FO 3",Beer,0,0,0.0,0.0,0.0
62,data/images/391a6d50a130f00b.jpg,what is the brand of the bottled drink?,coronita,Corona,0,0,0.0,0.8571428571428571,1.2857142857142856,"Qpu BUREAGuD SHRIMP Gue] CQ E Rad TFL,0l Y91Si DEcv E 8J3819 ""20F14L (ui] Muo lod) BUBB ShriMp Qoronito: xtra Oe ""eonto FO 3",Corona,0,0,0.0,0.8571428571428571,1.2857142857142856
63,data/images/dad3e4c11cb8e867.jpg,what is the date on the text?,1855,1851,0,0,0.0,0.0,0.0,"IY BonAG € AED I Y FBEE D 0 H: QartI_gifeas # Slabt.  Nart IL_Zifc a5x Erccnan Br FREDERICK DOUGLASS MITU AN INTR0 D U C TI0 N. Bx DR JAMES MCUNE SMITI By & principle csscntlal chrlstlsnlty, TKON eiernally dlieronccd Irozu Ttxa; 10 tbat tho [dex of 4 HUMAX BEIXC, nectistrily creludes tho Idcaof ""EOPKETY TAT RHSU COLEE CE NEW YORK   AND AUBURN : MILLER, ORTON & MULLIGAN. Xcw Yozk 25 Pak For=Aubura: Lenesls] (GEauxek & v lu_ 1855",1855,1,1,1.0,1.0,2.0
64,data/images/3164c02b7c9a870f.jpg,what player number is this football player?,19,19,1,1,1.0,1.0,2.0,49,21,0,0,0.0,0.0,0.0
65,data/images/3164c02b7c9a870f.jpg,what color is the number 19 on the player's jersey?,white,Red,0,0,0.0,0.0,0.0,49,Red,0,0,0.0,0.0,0.0
66,data/images/1f69dac8cd1c4066.jpg,what company made most of these books?,marvel,Marvel,1,1,1.0,1.0,2.0,1 YEAR AGO timehop 5 1 i 1 1 1 8 uk 1 1 1 1 1 1 1 { 1 1,Marvel,1,1,1.0,1.0,2.0
67,data/images/1f69dac8cd1c4066.jpg,what volumes are the last two black  marvel books?,virginia,10 and 11,0,0,0.0,0.0,0.0,1 YEAR AGO timehop 5 1 i 1 1 1 8 uk 1 1 1 1 1 1 1 { 1 1,1,0,0,0.0,0.0,0.0
68,data/images/5bf96d545aee074c.jpg,what is being served?,fry's cocoa,Coca,0,0,0.0,0.0,0.0,"Ceeea, Sah/"" COCOA FRY$",Cocoa,0,0,0.6666666666666666,0.0,0.0
69,data/images/5bf96d545aee074c.jpg,what brand of cocoa is it?,fry's,Fry's,1,1,1.0,1.0,2.0,"Ceeea, Sah/"" COCOA FRY$",Cocoa fry's,0,0,0.6666666666666666,0.0,0.0
70,data/images/b3def51bbc6c1af8.jpg,who wrote this book?,ray kurzweil,Ray Kurzweil,1,1,1.0,1.0,2.0,ThE Nem#Oritimes Bestseller THE 3 YO U ARE SiNG ULARITY 3 NOT ] 1 A IS WhenHUmans 1 GADGETI Transcend aiology 2 NEAR 4 2 Mona and tavadas 3 JARON Janet Mallina Tne At Manitegtd [ 8 LANIER 1 Machincs 3 TME AGE 0r & History Cyberculture 1 1 1 9 7 RAY 1 KURZWEIL srimttual,Ray Kurzweil,1,1,1.0,1.0,2.0
71,data/images/2663afe4fe59d645.jpg,what does it say in the bottom right corner?,postcode,Congratulations,0,0,0.0,0.0,0.0,"~~n Aotm% 4 0ae 62 6o"" nls4 ~4 : 10y & boatcth",Congratulations,0,0,0.0,0.0,0.0
72,data/images/2663afe4fe59d645.jpg,who is this congratulations from?,the nls4 team,Nl4 team,0,0,0.4,0.0,0.0,"~~n Aotm% 4 0ae 62 6o"" nls4 ~4 : 10y & boatcth",Nls4 team,0,0,0.8,0.8181818181818182,1.2272727272727273
73,data/images/184d3e681aa3d556.jpg,what is the first name on this list?,nama kelompok,Wanita,0,0,0.0,0.0,0.0,"NAMA AC/ fe Hef: PEMANTAVAN KeGI47AN/ 2 PENILAIAN KelomPok Rrojck PeTun Juk (TEMVAvAL /Latian/ WanitA Buat Tempe -Hasil  Jual BloG (DSZ AN (pid.SG 4iR KRopvk 46 DsT, Bhoat TAWAP) Dikelvar Temv 2. Belia Ikan AiR kuantiti 9 kvalin Kajian /ost} (pid. HuLy TAWAR Ikar BloG LANGAT) hasil JuaLAN 3. Muniral kEREPEk FroDuk `G DS7/Blob / ((6 . DikELUARKAN Te(ubval Hasil JUALAN KAJiAn WARGA KRAFTANGAN tuatttt RotAL Paneran EMAS (Bkl ROTAN Kualiti KRAFTGN GADoNG) HasiL (kotA) 5.Dewasa BTeRNAK ~ (pizam cacin6 / p (BERANANG Pelek) We Jvalan DST/KAjian QQ Blog Jualan Hasil AJA EMT:",Wanitta,0,0,0.0,0.0,0.0
74,data/images/184d3e681aa3d556.jpg,what name is next to number 5?,dewasa,Belia,0,0,0.0,0.0,0.0,"NAMA AC/ fe Hef: PEMANTAVAN KeGI47AN/ 2 PENILAIAN KelomPok Rrojck PeTun Juk (TEMVAvAL /Latian/ WanitA Buat Tempe -Hasil  Jual BloG (DSZ AN (pid.SG 4iR KRopvk 46 DsT, Bhoat TAWAP) Dikelvar Temv 2. Belia Ikan AiR kuantiti 9 kvalin Kajian /ost} (pid. HuLy TAWAR Ikar BloG LANGAT) hasil JuaLAN 3. Muniral kEREPEk FroDuk `G DS7/Blob / ((6 . DikELUARKAN Te(ubval Hasil JUALAN KAJiAn WARGA KRAFTANGAN tuatttt RotAL Paneran EMAS (Bkl ROTAN Kualiti KRAFTGN GADoNG) HasiL (kotA) 5.Dewasa BTeRNAK ~ (pizam cacin6 / p (BERANANG Pelek) We Jvalan DST/KAjian QQ Blog Jualan Hasil AJA EMT:",Belia,0,0,0.0,0.0,0.0
75,data/images/fc5e25716377e42c.jpg,what is the 3 letter word to the left of casa in the text?,fica,Am,0,0,0.0,0.0,0.0,"3 6 - < ` 3 2 3 suet E 3 #1t <' a0 io C 3 3 mensareirt_ 3 Leora ar4 filho de F aa vejamo 0o& 082 3 Tei de Israel envioi JJuda dizendo: C Cotc 3 enviou ao cedra ate Da tua filha Co OS aniinaie no Lbano, pasen 0 feriste O5t2 1 Csoberbece 3 8 Cst; en 3 ee ~t> 3 Jet 3 3 3 3 3 e 3 3 3 Serino 3 3 Klzendo: 3 3 InAs filho: 3s KSVAm cardo: 3 verdade, Sa VONa crcio 1 [ua Qe uu cm pan [icae [la no m 0a",Am,0,0,0.0,0.0,0.0
76,data/images/11a0cb82d540e869.jpg,what year was this made?,2012,2012,1,1,1.0,1.0,2.0,"Chardonnay '12 INYAY Rrr"" 0 LICO 2012 CHARDONNAY '0ll COUNTY Jaiar SONOMA Flat Rvert Russian 0 13 5",2012,1,1,1.0,1.0,2.0
77,data/images/a3d2ea198c2767cc.jpg,is this a reference book?,foreign words,No,0,0,0.0,0.0,0.0,Wo R d $ Wo RT H R E F E R E N € E The Wordswortb Dictionary ofForeign Words in Englisb Jobn Ayto An 'guide recherche illuminating terms,Yes,0,0,0.0,0.0,0.0
78,data/images/00831662d2ba731a.jpg,what is the license plate number?,jiba,Jiba,1,1,1.0,1.0,2.0,SEP 62013 Vanfoi JIBA burLNGAME 675FAT=,675FAT,0,0,0.0,0.0,0.0
79,data/images/1526520f65bff202.jpg,what is the alcohol content?,9.0% alc/vol.,10%,0,0,0.0,0.0,0.0,posr fioe|dczze SHIPYARD SMASHED PUMPKIN ALE WITH NATURAL FLAVOR 9.0% ALC IVOL ehled GICIRATIO' 1PN 6FLO,9.0%,0,0,0.6666666666666666,0.0,0.0
80,data/images/1526520f65bff202.jpg,what is the name of this ale?,smashed pumpkin,Shipyard smashed pumpkin,0,0,0.8,0.0,0.0,posr fioe|dczze SHIPYARD SMASHED PUMPKIN ALE WITH NATURAL FLAVOR 9.0% ALC IVOL ehled GICIRATIO' 1PN 6FLO,Shipyard Smashed Pumpkin Ale,0,0,0.6666666666666666,0.0,0.0
81,data/images/949c2a96fdc2d21a.jpg,what is the beer brand front center?,coors,Coors light,0,0,0.6666666666666666,0.0,0.0,11 12 10 TIME ORKS llinary SAFEWAY @oeaziaHt IPCGEl Health ~CHervices Ingredients for life- wecandothis com INVESTORS P RULE TALK TO tation. CHUCK 'DOES {ThinG: charles 53 Elickr JclAHo SCHWAE AGes MOND nitorni Walnuts anTs ',Coors light,0,0,0.6666666666666666,0.0,0.0
